arrival_rate,service_rate,num_machines,buffer_size,sim_time,avg_wait_time
0.7831243863761339,2.084938406375117,4,17,408.3893730200425,0.0
1.3700644461559264,2.1362907057783103,1,18,424.8568366128203,0.5268203411686688
1.4725849020860942,1.4538472126129092,4,12,249.793904747702,0.0016372317013911702
1.3010931297761914,2.1462565567257075,3,5,274.384461399213,0.003142535313232854
1.030470245393313,2.165853347668946,2,7,417.3956218353262,0.014421499179540935
0.6747779841959989,2.655684299716488,4,11,206.85776362374364,0.0
1.0693829067823204,2.285204599621152,3,8,323.3352842589552,0.0013649548543208548
1.778114549362807,1.6269147843488563,3,8,244.1698823731864,0.06721202921951969
1.265128771539022,2.3160930286185435,2,14,211.64576461408785,0.049227206104378
1.9888395020616756,2.4015079014268874,1,17,353.06592743735325,1.0221665710132044
1.8930616443849402,1.6780353440722884,1,5,286.06021732176225,1.6832419582236788
1.2410869038833525,2.1350581172040863,4,9,432.4656560085315,6.908767294865208e-05
1.672934915241732,2.3567352706129276,3,18,202.21336129253874,0.0013513769303852671
1.2057815997923838,1.063622097120877,4,5,202.93248293998184,0.030682840109119248
1.6520076082872044,1.3761511542709417,5,6,359.4994263457823,0.00011347795911176669
1.3239407653110011,2.7807874965711132,2,15,408.8137781916982,0.01724012373248404
1.2784180857806613,1.5173928038772775,4,7,421.29157581565687,0.0009586970494570836
1.4693161303158546,1.5477861420587702,5,11,451.79209362938997,0.0
1.1918681759500949,2.7062739159356264,1,5,492.4575236991734,0.2031657303586568
0.7402772830869485,1.4708319333938467,3,6,479.5828689260341,0.0026828525155171068
1.0441452649709593,1.784099590942188,2,19,298.4296833750939,0.048951108605356834
0.6156023946657093,2.255829295286591,5,9,233.8971223341414,0.0
1.3646985679983978,1.7141016679552876,4,5,465.68638585475577,0.00045757063521926594
1.6233834990027667,2.135778983922217,5,7,497.6388502950931,0.00042612454419512744
1.6998217513775111,2.2278001611237355,5,19,337.59760869160743,0.0
0.8357048567903411,1.215416365656554,1,16,472.0049367673633,1.6458860716159682
0.9619841861807883,1.9566738964463575,5,10,340.3420904521146,0.0
1.6487351418199832,1.2941209131159954,5,11,259.19869773801406,0.0026931334377727663
0.7084847849735425,1.7239484712255777,3,11,322.6461691896388,0.0060411733225075
0.9313181578891171,1.2794154412281886,1,12,232.38572208057957,0.9176948493858305
1.5980675794568575,1.4310447651044393,2,11,359.2041870877955,0.4419238358008512
1.4396062365130113,2.2225803624206755,2,9,445.8820740100858,0.03715463111342579
0.8571312096024454,2.4407055956162473,2,16,338.0381146289149,0.017385040638017636
1.264536474093545,1.2230918347336674,1,13,462.0273272086733,4.46140372683909
1.4937907951940403,1.5106386370695848,1,19,441.59647867427066,3.5183815771689257
0.6572141214928573,2.9245398960430076,1,15,222.48948630424553,0.06856189996932263
0.9698664923348326,2.1191179119556525,4,19,438.6341984330558,0.001304570571022885
0.6436342736978189,1.9201839535485072,1,20,208.9974624836393,0.2242528741161935
0.9463495021255746,1.4822543962114423,5,8,270.84303002566185,0.0001926676398174205
0.5727437871863857,1.3476306765116552,2,5,300.21570534925485,0.012811319291790878
1.4358456133488477,2.0462502382853254,3,14,465.7752655774793,0.008496838183291222
1.4163610905243529,1.50586771322271,4,8,273.8338847960958,0.0006558146771617573
1.062537299428112,1.3697213682396634,4,7,247.4867799346424,0.0
1.4410675464908027,1.1242412836792564,2,19,299.33667967254803,0.3711587553387853
0.7164626183143987,1.4148008173008697,3,11,288.71287847818763,0.0
1.2856354181235106,2.0919636849452523,4,5,412.5553482060459,0.00035877869826844895
1.606770212126549,1.82504011655368,2,5,493.9287522141436,0.10016563492091685
1.4618777760991173,2.2377172437013084,2,8,318.4485327397242,0.057667139034797005
0.8917415933982514,2.8344142130040173,2,20,272.57389468554277,0.008677591916888522
1.4376304866266363,1.5427055543894106,1,17,293.59419467176633,3.1270871061398373
1.9758699024184792,1.1638277870086597,5,7,488.5093877701232,0.024317721191975974
1.529316774203475,2.203583649089027,2,14,335.0870310652215,0.041910855933917475
1.8546615363471375,1.4815297048620506,3,8,283.9431558169597,0.04666965727052071
0.7434799003150887,2.3536517230030882,3,7,453.96356484423376,0.0007396771099255836
1.3450980689232734,1.9680931749465846,3,19,490.89939397339856,0.006054863184722136
1.6158128299491943,2.7677170553687453,4,15,330.73020412085094,9.151609057484371e-05
1.205541093106924,2.9550616922376554,4,16,314.84088622528776,0.0
1.7388615942582557,1.235010836952815,1,16,453.3084496352544,11.197433829638701
1.8746323360357093,1.1184342382459718,5,19,326.6214607621111,0.005580990146145326
0.7858809842850601,2.6886773691876797,5,8,435.17608275531614,0.0
1.2255555824930027,1.4226178718766027,5,15,412.1243117338795,0.00020642592765972312
0.8371675737551496,2.4984726831670043,3,5,301.4239942772839,0.0
0.8412736136710826,1.387595894212103,2,15,269.7988565223773,0.047488675353919
0.9106004421347093,1.2332520944877101,2,7,282.59759853767935,0.07790487062801801
0.9783953545157147,2.515352464456153,2,8,252.73343708749388,0.02346247142288348
0.9570481446412613,1.912452982133409,1,11,287.7070820713509,0.35414530312057096
